Date,Country,City,Specie,count,min,max,median,variance,year_month
24/01/2020,GB,London,temperature,760,5.5,11.4,6.6,37.64,Jan-20
25/01/2020,GB,London,o3,399,0.3,22.1,6.8,248.05,Jan-20
25/01/2020,GB,London,so2,210,0.1,4.1,2.9,16.06,Jan-20
25/01/2020,GB,London,wind speed,641,0.1,4,2,8.58,Jan-20
25/01/2020,GB,London,dew,299,2.5,6,4,6.42,Jan-20
25/01/2020,GB,London,pressure,764,1003.4,1021.6,1018.9,65.16,Jan-20
25/01/2020,GB,London,pm25,605,12,104,70,2545.9,Jan-20
25/01/2020,GB,London,no2,675,3.9,44.9,15.8,531.24,Jan-20
25/01/2020,GB,London,humidity,764,18.7,100,87,2900.42,Jan-20
25/01/2020,GB,London,wind gust,632,0.1,9,3.1,60.88,Jan-20
25/01/2020,GB,London,co,156,2.6,5.5,3.7,5.5,Jan-20
25/01/2020,GB,London,pm10,584,9,63,28,674.89,Jan-20
25/01/2020,GB,London,temperature,764,-34.3,12.2,6.1,253.68,Jan-20
26/01/2020,GB,London,o3,399,0.1,25.8,11.9,507.12,Jan-20
26/01/2020,GB,London,so2,208,0.1,5.3,3.3,24.89,Jan-20
26/01/2020,GB,London,wind speed,706,0.1,10.5,3.2,93.83,Jan-20
26/01/2020,GB,London,dew,144,6,8,6.5,4.25,Jan-20
26/01/2020,GB,London,pressure,759,994.8,1014.4,1010.7,158.24,Jan-20
26/01/2020,GB,London,pm25,627,6,142,52,3497.37,Jan-20
26/01/2020,GB,London,no2,671,2.5,57.2,11.1,616.61,Jan-20
26/01/2020,GB,London,humidity,759,10,99,87,3036.53,Jan-20
26/01/2020,GB,London,wind gust,712,0.4,23.9,8,440.18,Jan-20
26/01/2020,GB,London,co,176,2.8,5.5,4.4,7.6,Jan-20
26/01/2020,GB,London,pm10,601,5,51,20,623.13,Jan-20
26/01/2020,GB,London,temperature,759,-39.4,14.4,9.4,712.19,Jan-20
27/01/2020,GB,London,o3,397,1,31.3,15.2,752.46,Jan-20
27/01/2020,GB,London,so2,211,0.1,7.1,4.7,49.85,Jan-20
27/01/2020,GB,London,wind speed,669,0.1,8.7,3,51.41,Jan-20
27/01/2020,GB,London,dew,80,4,7,6,4.97,Jan-20
27/01/2020,GB,London,pressure,740,981.7,1013.2,1001.5,512.36,Jan-20
27/01/2020,GB,London,pm25,599,2,112,21,1435.61,Jan-20
27/01/2020,GB,London,no2,654,0.4,61.6,17.6,1432.86,Jan-20
27/01/2020,GB,London,humidity,740,18.4,98,81,2563.52,Jan-20
27/01/2020,GB,London,wind gust,673,0.1,18.4,8,247.51,Jan-20
27/01/2020,GB,London,co,183,2.6,11.8,3.7,98.03,Jan-20
27/01/2020,GB,London,pm10,565,1,55,11,303.92,Jan-20
27/01/2020,GB,London,temperature,740,-35,13.7,8.3,765.3,Jan-20
28/01/2020,GB,London,o3,391,1.7,34.8,18.1,823.71,Jan-20
28/01/2020,GB,London,so2,192,0.8,8.3,5.8,44.81,Jan-20
28/01/2020,GB,London,wind speed,740,0.4,14.1,7.2,147.48,Jan-20
28/01/2020,GB,London,dew,100,0,4,1,15.98,Jan-20
28/01/2020,GB,London,pressure,765,742.5,1013.2,997,1390.03,Jan-20
28/01/2020,GB,London,pm25,530,1,55,21,1384.87,Jan-20
28/01/2020,GB,London,no2,650,0.6,54.5,14.6,1012.17,Jan-20
28/01/2020,GB,London,humidity,764,7,98,75,3197.69,Jan-20
28/01/2020,GB,London,wind gust,746,1,33.4,15.7,877.92,Jan-20
28/01/2020,GB,London,co,188,2.3,13.7,8.2,167.86,Jan-20
28/01/2020,GB,London,pm10,490,1,62,9,825.55,Jan-20
28/01/2020,GB,London,temperature,765,-39.4,10.7,5,732.02,Jan-20
29/01/2020,GB,London,o3,390,0.9,29.8,14.2,604.56,Jan-20
29/01/2020,GB,London,so2,214,0.1,7.6,4.5,46.05,Jan-20
29/01/2020,GB,London,wind speed,742,0.2,13.1,6.4,95.48,Jan-20
29/01/2020,GB,London,dew,100,0,6,2,33.74,Jan-20
29/01/2020,GB,London,pressure,766,995.7,1013.2,1010.5,141.77,Jan-20
29/01/2020,GB,London,pm25,587,5,102,33,1151.62,Jan-20
29/01/2020,GB,London,no2,647,1.9,60.5,15.5,1058.74,Jan-20
29/01/2020,GB,London,humidity,764,9.7,93.8,71.6,2815.55,Jan-20
29/01/2020,GB,London,wind gust,746,1.3,31.9,15.4,646.77,Jan-20
29/01/2020,GB,London,co,174,2.4,12.7,9.1,130.31,Jan-20
29/01/2020,GB,London,pm10,532,4,60,15,840.54,Jan-20
29/01/2020,GB,London,temperature,766,-39.4,12.2,7.2,807.96,Jan-20
30/01/2020,GB,London,o3,379,0.7,27.9,12.8,644.23,Jan-20
30/01/2020,GB,London,so2,186,1,7.3,5.2,38.13,Jan-20
30/01/2020,GB,London,wind speed,703,0.3,12.9,4,90.68,Jan-20
30/01/2020,GB,London,dew,85,6,11,9,28.55,Jan-20
30/01/2020,GB,London,pressure,754,991.7,1018,1004,256.23,Jan-20
30/01/2020,GB,London,pm25,606,1,95,25,1301.98,Jan-20
30/01/2020,GB,London,no2,667,2.3,47.6,14.1,795.87,Jan-20
30/01/2020,GB,London,humidity,752,9.2,98,85,2731.22,Jan-20
30/01/2020,GB,London,wind gust,691,1,31.7,10.9,533.4,Jan-20
30/01/2020,GB,London,co,178,2.6,9.1,7.2,46.51,Jan-20
30/01/2020,GB,London,pm10,598,1,38,11,236.58,Jan-20
30/01/2020,GB,London,temperature,754,-39.4,14.5,11.2,991.1,Jan-20
31/01/2020,GB,London,o3,384,2.1,28.7,15.8,524.49,Jan-20
31/01/2020,GB,London,so2,194,1,86.3,5,713.35,Jan-20
31/01/2020,GB,London,wind speed,696,0.9,13.8,6.4,148.1,Jan-20
31/01/2020,GB,London,dew,90,7,10,8.5,10.46,Jan-20
31/01/2020,GB,London,pressure,740,993.9,1013.2,1006.6,155.55,Jan-20
31/01/2020,GB,London,pm25,589,1,50,18,983.45,Jan-20
31/01/2020,GB,London,no2,674,0.3,40.2,10.8,592.19,Jan-20
31/01/2020,GB,London,humidity,740,8.9,97,75,2682.44,Jan-20
31/01/2020,GB,London,wind gust,651,1.5,36,16.6,688.83,Jan-20
31/01/2020,GB,London,co,166,2.7,8.2,6.3,33.11,Jan-20
31/01/2020,GB,London,pm10,597,1,51,7,229.98,Jan-20
31/01/2020,GB,London,temperature,740,-34.5,15.9,11.6,793.89,Jan-20
01/02/2020,GB,London,o3,384,4.2,34.1,19.5,621.13,Feb-20
01/02/2020,GB,London,so2,194,0.1,6.7,3.6,25.01,Feb-20
01/02/2020,GB,London,wind speed,756,0.7,19.4,7.2,262.39,Feb-20
01/02/2020,GB,London,dew,100,1.5,9,4,69.19,Feb-20
01/02/2020,GB,London,pressure,765,993.1,1013.2,1004.6,224.65,Feb-20
01/02/2020,GB,London,pm25,642,1,102,31,1760.49,Feb-20
01/02/2020,GB,London,no2,689,0.7,41.9,8.9,517.04,Feb-20
01/02/2020,GB,London,humidity,765,10.1,95,75,3346.21,Feb-20
01/02/2020,GB,London,wind gust,716,1.5,46.1,17.6,1270.57,Feb-20
01/02/2020,GB,London,co,143,2.8,10.9,6.5,63.53,Feb-20
01/02/2020,GB,London,pm10,638,1,57,15,695.71,Feb-20
01/02/2020,GB,London,temperature,765,-33.6,14.4,10.5,800.57,Feb-20
02/02/2020,GB,London,o3,389,3.7,32.5,18.1,515.73,Feb-20
02/02/2020,GB,London,so2,226,0.1,6.4,3.2,37.85,Feb-20
02/02/2020,GB,London,wind speed,752,0.1,16.1,6.1,181.23,Feb-20
02/02/2020,GB,London,dew,105,4,11,8,33.97,Feb-20
02/02/2020,GB,London,pressure,766,993.6,1013.2,1008.9,131.35,Feb-20
02/02/2020,GB,London,pm25,645,1,103,38,2628.96,Feb-20
02/02/2020,GB,London,no2,691,1.1,41.6,9.7,466.27,Feb-20
02/02/2020,GB,London,humidity,766,8.4,99,75,1890.32,Feb-20
02/02/2020,GB,London,wind gust,653,0.4,39.9,15.2,889.59,Feb-20
02/02/2020,GB,London,co,189,2.8,9.4,6.4,50.42,Feb-20
02/02/2020,GB,London,pm10,634,1,41,17,630.57,Feb-20
02/02/2020,GB,London,temperature,766,-35.2,15.6,11.1,447.42,Feb-20
03/02/2020,GB,London,o3,390,2.1,32.5,17.9,664.23,Feb-20
03/02/2020,GB,London,so2,188,1.8,6.7,5,23.6,Feb-20
03/02/2020,GB,London,wind speed,756,0.6,11.2,6.9,94.99,Feb-20
03/02/2020,GB,London,dew,90,1,7,5.5,45.01,Feb-20
03/02/2020,GB,London,pressure,765,674.3,1015.4,1012.7,3004.92,Feb-20
03/02/2020,GB,London,pm25,651,3,95,35,1337.39,Feb-20
03/02/2020,GB,London,no2,691,0.1,42.6,13.3,874.45,Feb-20
03/02/2020,GB,London,humidity,765,41.6,90,74.8,1125.2,Feb-20
03/02/2020,GB,London,wind gust,636,2,28.6,18,279.54,Feb-20
03/02/2020,GB,London,co,183,2.8,10,5.5,67.97,Feb-20
03/02/2020,GB,London,pm10,641,4,73,17,725.87,Feb-20
03/02/2020,GB,London,temperature,765,4.6,14.8,10,45.1,Feb-20
04/02/2020,GB,London,o3,369,1.3,31.3,15.4,458.15,Feb-20
04/02/2020,GB,London,so2,192,0.1,4.7,2.2,14.29,Feb-20
04/02/2020,GB,London,wind speed,779,0.5,20.7,7.2,238.39,Feb-20
04/02/2020,GB,London,dew,90,0,5,3,29.96,Feb-20
04/02/2020,GB,London,pressure,823,1013.2,1034.2,1019.7,491.23,Feb-20
04/02/2020,GB,London,pm25,612,1,91,30,2103.19,Feb-20
04/02/2020,GB,London,no2,676,1.1,42.5,15.5,730.88,Feb-20
04/02/2020,GB,London,humidity,823,48.6,90,70.6,922.87,Feb-20
04/02/2020,GB,London,wind gust,664,0.2,44.1,18.2,1053.02,Feb-20
04/02/2020,GB,London,co,139,2.5,9.1,7.4,24.68,Feb-20
04/02/2020,GB,London,pm10,619,2,54,13,597.26,Feb-20
04/02/2020,GB,London,temperature,823,3.5,10.7,8.8,37.75,Feb-20
05/02/2020,GB,London,o3,360,0.1,23.2,2.1,205.27,Feb-20
05/02/2020,GB,London,so2,206,0.1,8.6,2.9,51.98,Feb-20
05/02/2020,GB,London,wind speed,540,0.1,4.7,1.5,16.87,Feb-20
05/02/2020,GB,London,dew,132,1,3,2,3.41,Feb-20
05/02/2020,GB,London,pressure,834,1013.2,1038.2,1036,672.63,Feb-20
05/02/2020,GB,London,pm25,613,3,188,59,3999.76,Feb-20
05/02/2020,GB,London,no2,652,5.8,64.1,29.8,1062.57,Feb-20
05/02/2020,GB,London,humidity,834,1,97.5,67,4474.34,Feb-20
05/02/2020,GB,London,wind gust,509,0.1,9.9,3.3,87.16,Feb-20
05/02/2020,GB,London,co,168,3.7,12.7,8.5,75.75,Feb-20
05/02/2020,GB,London,pm10,619,6,101,28,1787.69,Feb-20
05/02/2020,GB,London,temperature,834,-0.7,11.1,7.6,94.29,Feb-20
06/02/2020,GB,London,o3,343,0.1,25.3,1.9,189.97,Feb-20
06/02/2020,GB,London,so2,200,0.1,8.2,2.8,38.87,Feb-20
06/02/2020,GB,London,wind speed,358,0.1,3.8,1.8,11.89,Feb-20
06/02/2020,GB,London,dew,120,1.5,4,3,6.88,Feb-20
06/02/2020,GB,London,pressure,831,1013.2,1035,1030.4,438.51,Feb-20
06/02/2020,GB,London,pm25,609,19,193,65,3916.14,Feb-20
06/02/2020,GB,London,no2,646,7.9,69.7,31.5,893.48,Feb-20
06/02/2020,GB,London,humidity,831,1,98.5,66.3,8117.01,Feb-20
06/02/2020,GB,London,wind gust,369,0.1,10.1,2.2,119.11,Feb-20
06/02/2020,GB,London,co,168,4.6,10.9,7.3,29.7,Feb-20
06/02/2020,GB,London,pm10,606,9,98,29,1440.59,Feb-20
06/02/2020,GB,London,temperature,831,-2.2,11.2,7,130.87,Feb-20
07/02/2020,GB,London,o3,359,0.1,20.2,3.2,350.15,Feb-20
07/02/2020,GB,London,so2,176,0.2,6,3.5,25.48,Feb-20
07/02/2020,GB,London,wind speed,630,0.1,10.4,3.8,60.88,Feb-20
07/02/2020,GB,London,dew,132,1.5,8,2.5,44.81,Feb-20
07/02/2020,GB,London,pressure,822,1012.1,1027.1,1016.4,208.72,Feb-20
07/02/2020,GB,London,pm25,640,29,193,69,3562.31,Feb-20
07/02/2020,GB,London,no2,664,4.3,63.1,22.6,666.35,Feb-20
07/02/2020,GB,London,humidity,822,1,98,69.2,8362.39,Feb-20
07/02/2020,GB,London,wind gust,587,0.1,21.8,11.8,342.61,Feb-20
07/02/2020,GB,London,co,166,3.7,9.1,6.4,23.89,Feb-20
07/02/2020,GB,London,pm10,596,15,86,30,738.41,Feb-20
07/02/2020,GB,London,temperature,822,-0.3,12.2,7.2,158.22,Feb-20
08/02/2020,GB,London,o3,384,1.9,30.1,16.9,554.45,Feb-20
08/02/2020,GB,London,so2,208,0.1,5.8,2.1,32.93,Feb-20
08/02/2020,GB,London,wind speed,592,0.1,13.5,5.4,58.07,Feb-20
08/02/2020,GB,London,dew,144,2,9,5,53.08,Feb-20
08/02/2020,GB,London,pressure,791,1009.7,1017.5,1014.1,30.42,Feb-20
08/02/2020,GB,London,pm25,642,1,127,34,2213.76,Feb-20
08/02/2020,GB,London,no2,668,1.8,43.2,11.9,770.36,Feb-20
08/02/2020,GB,London,humidity,791,1,96,68.3,7709.13,Feb-20
08/02/2020,GB,London,wind gust,552,1,31.1,14.2,302.14,Feb-20
08/02/2020,GB,London,co,162,1.3,7.6,4.3,22.06,Feb-20
08/02/2020,GB,London,pm10,600,2,65,19,566.1,Feb-20
08/02/2020,GB,London,temperature,791,0,13.7,10.1,164.32,Feb-20
09/02/2020,GB,London,o3,308,12.3,34.5,26.2,274.31,Feb-20
09/02/2020,GB,London,so2,92,0.5,7.2,1.9,47.75,Feb-20
09/02/2020,GB,London,wind speed,86,4.1,21.7,12.3,235.21,Feb-20
09/02/2020,GB,London,dew,29,4,7,5,5.42,Feb-20
09/02/2020,GB,London,pressure,176,1000.6,1013.2,1006.8,117.21,Feb-20
09/02/2020,GB,London,pm25,567,1,79,25,2561.32,Feb-20
09/02/2020,GB,London,no2,672,0.1,25,3.8,165.34,Feb-20
09/02/2020,GB,London,humidity,176,1,91,65,7096.73,Feb-20
09/02/2020,GB,London,wind gust,80,14.6,44,28.6,1119.12,Feb-20
09/02/2020,GB,London,co,69,1.1,4,2.8,4.67,Feb-20
09/02/2020,GB,London,pm10,572,1,42,12,450.99,Feb-20
09/02/2020,GB,London,temperature,176,0,11.2,10,140.77,Feb-20
10/02/2020,GB,London,o3,288,4.7,33.4,22.5,433.99,Feb-20
10/02/2020,GB,London,so2,75,0.1,8.1,3.6,52.46,Feb-20
10/02/2020,GB,London,pm25,595,2,119,26,1983.07,Feb-20
10/02/2020,GB,London,no2,670,0.3,56.8,9.4,753.18,Feb-20
10/02/2020,GB,London,co,38,1.9,6.4,3,24.52,Feb-20
10/02/2020,GB,London,pm10,578,1,56,11,698.8,Feb-20
11/02/2020,GB,London,o3,288,3.5,34,22.6,486.56,Feb-20
11/02/2020,GB,London,so2,93,0.1,7.9,3.4,72.64,Feb-20
11/02/2020,GB,London,pm25,591,1,97,28,1263.32,Feb-20
11/02/2020,GB,London,no2,683,0.2,47.9,10.4,753.03,Feb-20
11/02/2020,GB,London,co,43,1.9,9.5,4.6,53.87,Feb-20
11/02/2020,GB,London,pm10,576,2,64,14,614.49,Feb-20
12/02/2020,GB,London,o3,288,0.5,31.9,18.9,658.84,Feb-20
12/02/2020,GB,London,so2,93,0.2,11.6,3.4,66.72,Feb-20
12/02/2020,GB,London,pm25,587,1,74,24,1522.84,Feb-20
12/02/2020,GB,London,no2,684,1.1,61.3,14.9,1358.79,Feb-20
12/02/2020,GB,London,co,39,2.8,10,4.6,48.74,Feb-20
12/02/2020,GB,London,pm10,580,2,70,12,846.18,Feb-20
13/02/2020,GB,London,o3,276,1.2,37,18.6,786.83,Feb-20
13/02/2020,GB,London,so2,90,0.1,11.6,3.3,112.92,Feb-20
13/02/2020,GB,London,pm25,581,1,123,25,1881.74,Feb-20
13/02/2020,GB,London,no2,678,0.4,55.3,14.8,1112.02,Feb-20
13/02/2020,GB,London,co,47,1.9,6.4,3.7,16.36,Feb-20
13/02/2020,GB,London,pm10,579,1,35,10,251.72,Feb-20
14/02/2020,GB,London,o3,280,0.1,31.4,12.6,867.63,Feb-20
14/02/2020,GB,London,so2,78,0.1,7.9,3.3,56.97,Feb-20
14/02/2020,GB,London,pm25,617,2,107,41,1701.24,Feb-20
14/02/2020,GB,London,no2,674,1.8,61.5,16.9,1171.05,Feb-20
14/02/2020,GB,London,co,38,2.7,9.1,4.6,22.63,Feb-20
14/02/2020,GB,London,pm10,587,1,61,19,1026.8,Feb-20
15/02/2020,GB,London,o3,287,8.7,28.1,20.7,241.45,Feb-20
15/02/2020,GB,London,so2,72,0.2,45.5,1.5,442.05,Feb-20
15/02/2020,GB,London,pm25,602,1,55,20,1053.03,Feb-20
15/02/2020,GB,London,no2,682,1.3,34.9,5.2,290.67,Feb-20
15/02/2020,GB,London,co,34,0.6,3.7,2.2,10.81,Feb-20
15/02/2020,GB,London,pm10,599,1,51,8,184.19,Feb-20
16/02/2020,GB,London,o3,288,9.5,36,24.2,391.09,Feb-20
16/02/2020,GB,London,so2,65,0.1,10.2,1.6,179.9,Feb-20
16/02/2020,GB,London,pm25,566,1,107,16,1341.13,Feb-20
16/02/2020,GB,London,no2,686,0.3,44.3,6,600.34,Feb-20
16/02/2020,GB,London,co,30,0.3,4.6,3.7,12.09,Feb-20
16/02/2020,GB,London,pm10,591,1,19,6,117.5,Feb-20
17/02/2020,GB,London,o3,276,3.9,33.3,23.1,584.04,Feb-20
17/02/2020,GB,London,so2,50,0.1,8.4,3.8,97.91,Feb-20
17/02/2020,GB,London,pm25,620,2,124,30,1424.31,Feb-20
17/02/2020,GB,London,no2,667,0.2,49,9.8,829.26,Feb-20
17/02/2020,GB,London,co,45,2.8,7.4,3.7,21.32,Feb-20
17/02/2020,GB,London,pm10,600,2,47,14,421.74,Feb-20
18/02/2020,GB,London,o3,264,3,33,20.4,552.43,Feb-20
18/02/2020,GB,London,so2,47,0.1,8,6,62.75,Feb-20
18/02/2020,GB,London,pm25,570,1,104,25,1255.18,Feb-20
18/02/2020,GB,London,no2,638,1,52.6,11.9,921.63,Feb-20
18/02/2020,GB,London,co,47,2.8,7.3,3.7,19.11,Feb-20
18/02/2020,GB,London,pm10,557,2,58,12,576.02,Feb-20
19/02/2020,GB,London,o3,268,1.2,33.7,15.9,603.7,Feb-20
19/02/2020,GB,London,so2,55,0.2,7.5,4.9,67.07,Feb-20
19/02/2020,GB,London,pm25,576,1,72,30,1820.47,Feb-20
19/02/2020,GB,London,no2,657,0.4,53.7,15.6,1121.06,Feb-20
19/02/2020,GB,London,co,43,2.8,8.2,3.7,27.07,Feb-20
19/02/2020,GB,London,pm10,533,2,68,14,755.92,Feb-20
20/02/2020,GB,London,o3,268,2.9,34.9,20.4,711.42,Feb-20
20/02/2020,GB,London,so2,71,0.1,8.7,2.8,89.93,Feb-20
20/02/2020,GB,London,pm25,577,1,55,18,1186.4,Feb-20
20/02/2020,GB,London,no2,682,1.3,42,10.9,831.78,Feb-20
20/02/2020,GB,London,co,37,1,8.2,3.7,42.56,Feb-20
20/02/2020,GB,London,pm10,523,1,43,8,330.27,Feb-20
21/02/2020,GB,London,o3,277,2.7,34.6,22.3,639.84,Feb-20
21/02/2020,GB,London,so2,70,0.2,7.1,2.7,57.14,Feb-20
21/02/2020,GB,London,pm25,622,3,82,31,1619.39,Feb-20
21/02/2020,GB,London,no2,688,0.1,49.9,9.7,785.1,Feb-20
21/02/2020,GB,London,co,46,2.8,7.4,3.7,21.29,Feb-20
21/02/2020,GB,London,pm10,535,6,55,18,544.17,Feb-20
22/02/2020,GB,London,o3,288,7.7,35.5,24.6,492.66,Feb-20
22/02/2020,GB,London,so2,71,0.1,7.4,1.9,60.57,Feb-20
22/02/2020,GB,London,pm25,612,3,104,38,1813.57,Feb-20
22/02/2020,GB,London,no2,684,0.7,36,6.2,514.52,Feb-20
22/02/2020,GB,London,co,38,1.9,5.5,3.1,11.07,Feb-20
22/02/2020,GB,London,pm10,560,2,53,17,409.45,Feb-20
23/02/2020,GB,London,o3,286,1.1,33.7,19,571.9,Feb-20
23/02/2020,GB,London,so2,72,0.2,4.7,1.4,20.37,Feb-20
23/02/2020,GB,London,pm25,567,1,61,20,1746,Feb-20
23/02/2020,GB,London,no2,683,0.6,46.7,7.1,894.25,Feb-20
23/02/2020,GB,London,co,38,0.2,7.4,3.7,35.23,Feb-20
23/02/2020,GB,London,pm10,540,1,36,7,400.14,Feb-20
24/02/2020,GB,London,o3,374,2.5,30.5,18.7,562.29,Feb-20
24/02/2020,GB,London,so2,184,0.4,5.2,1.9,14.6,Feb-20
24/02/2020,GB,London,pm25,591,1,57,18,1223.57,Feb-20
24/02/2020,GB,London,no2,684,2.1,46.2,9.6,605.44,Feb-20
24/02/2020,GB,London,co,120,2.8,6.7,4.3,8.02,Feb-20
24/02/2020,GB,London,pm10,575,1,28,8,214.76,Feb-20
25/02/2020,GB,London,o3,392,3.3,33.3,20.3,679.43,Feb-20
25/02/2020,GB,London,so2,236,0.4,7,2.9,26.15,Feb-20
25/02/2020,GB,London,wind speed,256,1.7,14.2,7.6,92.88,Feb-20
25/02/2020,GB,London,dew,109,0,3,1,6.29,Feb-20
25/02/2020,GB,London,pressure,375,995,1003.3,996.4,58.09,Feb-20
25/02/2020,GB,London,pm25,613,1,60,17,1068.62,Feb-20
25/02/2020,GB,London,no2,670,1.5,59.9,11.8,907.23,Feb-20
25/02/2020,GB,London,humidity,375,46,88,70.4,1726.56,Feb-20
25/02/2020,GB,London,wind gust,174,4.4,33.2,19.6,644.45,Feb-20
25/02/2020,GB,London,co,178,2.9,10.6,5.5,60.26,Feb-20
25/02/2020,GB,London,pm10,597,3,63,9,515.32,Feb-20
25/02/2020,GB,London,temperature,375,2.2,12,7.2,79.03,Feb-20
26/02/2020,GB,London,o3,395,1.4,33.1,16.1,561.87,Feb-20
26/02/2020,GB,London,so2,234,0.1,4.8,2.6,14.77,Feb-20
26/02/2020,GB,London,wind speed,726,0.1,18.7,6,165.91,Feb-20
26/02/2020,GB,London,dew,171,-1,0.5,0,2.66,Feb-20
26/02/2020,GB,London,pressure,767,995.3,1008.6,1004.5,260.3,Feb-20
26/02/2020,GB,London,pm25,612,1,80,21,1853.86,Feb-20
26/02/2020,GB,London,no2,678,0.9,56.5,16.7,1025.17,Feb-20
26/02/2020,GB,London,humidity,767,45,87.3,71.2,1765.27,Feb-20
26/02/2020,GB,London,wind gust,738,0.2,43.4,15.7,1052.75,Feb-20
26/02/2020,GB,London,co,189,2.9,10.4,6.4,58.22,Feb-20
26/02/2020,GB,London,pm10,598,2,57,11,688.7,Feb-20
26/02/2020,GB,London,temperature,767,0.8,10.2,5.2,66.59,Feb-20
27/02/2020,GB,London,o3,408,0.6,31.8,15.3,536.36,Feb-20
27/02/2020,GB,London,so2,232,0.2,4.8,2.2,22.25,Feb-20
27/02/2020,GB,London,wind speed,684,0.1,25.1,3.4,463.76,Feb-20
27/02/2020,GB,London,dew,162,-2,2,0,25.1,Feb-20
27/02/2020,GB,London,pressure,766,993.9,1015.1,1008,254.13,Feb-20
27/02/2020,GB,London,pm25,636,2,76,25,1752.94,Feb-20
27/02/2020,GB,London,no2,663,2.7,50.8,18.4,878.1,Feb-20
27/02/2020,GB,London,humidity,766,47.5,97.7,75.7,1631.55,Feb-20
27/02/2020,GB,London,wind gust,720,0.4,48,9.1,1624.23,Feb-20
27/02/2020,GB,London,co,183,2.9,11.3,5.3,48.28,Feb-20
27/02/2020,GB,London,pm10,608,1,53,10,385.57,Feb-20
27/02/2020,GB,London,temperature,766,0,8.7,4.1,30.44,Feb-20
28/02/2020,GB,London,o3,392,0.5,32.2,12.9,587.83,Feb-20
28/02/2020,GB,London,so2,192,0.3,4.9,2.1,13.51,Feb-20
28/02/2020,GB,London,wind speed,679,0.1,12.7,6.3,161.43,Feb-20
28/02/2020,GB,London,dew,180,-1,10,5.5,152.06,Feb-20
28/02/2020,GB,London,pressure,766,992.8,1015.4,1008,396.89,Feb-20
28/02/2020,GB,London,pm25,636,1,82,25,1888.99,Feb-20
28/02/2020,GB,London,no2,675,2.2,52.1,15.8,863.88,Feb-20
28/02/2020,GB,London,humidity,766,57,97.8,89,523.22,Feb-20
28/02/2020,GB,London,wind gust,712,0.2,30.1,16.1,806.13,Feb-20
28/02/2020,GB,London,co,156,2.2,9.4,5.3,39.9,Feb-20
28/02/2020,GB,London,pm10,601,1,48,12,421.53,Feb-20
28/02/2020,GB,London,temperature,766,-1.3,12.2,6.1,149.72,Feb-20
29/02/2020,GB,London,o3,384,6.1,34.6,22.5,450.11,Feb-20
29/02/2020,GB,London,so2,192,0.1,5.3,1.9,17.19,Feb-20
29/02/2020,GB,London,wind speed,732,2.4,16.2,11,148.4,Feb-20
29/02/2020,GB,London,dew,198,-0.5,8,1.5,80.74,Feb-20
29/02/2020,GB,London,pressure,766,980.3,997.2,986.8,287.64,Feb-20
29/02/2020,GB,London,pm25,620,2,113,29,3795.76,Feb-20
29/02/2020,GB,London,no2,685,0.3,45.3,7.2,582.45,Feb-20
29/02/2020,GB,London,humidity,766,48.1,97,81.1,744.09,Feb-20
29/02/2020,GB,London,wind gust,732,6.8,37.1,25.8,531.18,Feb-20
29/02/2020,GB,London,co,120,1,9.1,6.4,79.58,Feb-20
29/02/2020,GB,London,pm10,606,1,51,13,1533.23,Feb-20
29/02/2020,GB,London,temperature,766,4.1,12.3,6.9,46.57,Feb-20
01/03/2020,GB,London,o3,384,4.7,35.6,22.9,589.95,Mar-20
01/03/2020,GB,London,so2,200,0.1,4.2,1.7,11.72,Mar-20
01/03/2020,GB,London,wind speed,735,0.1,13.8,8.5,143.18,Mar-20
01/03/2020,GB,London,dew,171,-1.5,3,1,18.89,Mar-20
01/03/2020,GB,London,pressure,767,986.6,990.3,988.4,5.5,Mar-20
01/03/2020,GB,London,pm25,616,1,68,23,1145.85,Mar-20
01/03/2020,GB,London,no2,677,0.3,45.7,7.5,602.16,Mar-20
01/03/2020,GB,London,humidity,767,39.6,91.5,73.5,1530.82,Mar-20
01/03/2020,GB,London,wind gust,738,0.6,33,20.2,682.96,Mar-20
01/03/2020,GB,London,co,118,2.8,10.9,7.4,41.45,Mar-20
01/03/2020,GB,London,pm10,602,3,29,11,122.91,Mar-20
01/03/2020,GB,London,temperature,767,4,12.5,6.1,37.81,Mar-20
02/03/2020,GB,London,o3,319,2.1,32.7,17.5,471.86,Mar-20
02/03/2020,GB,London,so2,177,0.5,5.9,1.8,12.13,Mar-20
02/03/2020,GB,London,wind speed,593,0.1,13.5,3.1,125.26,Mar-20
02/03/2020,GB,London,dew,54,4,4.5,4,0.35,Mar-20
02/03/2020,GB,London,pressure,636,983.2,996.5,988,152.15,Mar-20
02/03/2020,GB,London,pm25,469,1,63,21,1364.45,Mar-20
02/03/2020,GB,London,no2,536,2.1,54.4,15.8,944.91,Mar-20
02/03/2020,GB,London,humidity,636,44.9,97.1,86,2225.08,Mar-20
02/03/2020,GB,London,wind gust,588,0.1,27.7,9.7,497.92,Mar-20
02/03/2020,GB,London,co,125,2.8,12.7,4.6,60.02,Mar-20
02/03/2020,GB,London,pm10,464,1,37,8,285.53,Mar-20
02/03/2020,GB,London,temperature,636,3.3,10.1,5.3,32.81,Mar-20
03/03/2020,GB,London,o3,181,0.1,29.1,5.9,497.4,Mar-20
03/03/2020,GB,London,so2,129,0.1,6.6,3,28.3,Mar-20
